OBJECTID,RID,GENERIC CASE ID,GENERIC OFFENDER ID,CHARGE NUMBER,SENTENCE YEAR,GENDER,AGE GROUP,RACE,SENTENCE TYPE,HOMICIDE TYPE,OFFENSE SEVERITY GROUP,SENTENCE IMPOSED MONTHS,SENTENCE SUSPENDED MONTHS,SENTENCE TO SERVE MONTHS,SENTENCE PROBATION MONTHS,VVCA AMT,FINE AMT,RESTITUTION AMT,FINE SUSPENDED AMT,GIS ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SEVERITY_OF_OFFENSE,PRESENCE_OF_WITNESS,SEVERITY_OF_OFFENSE_ID,OFFENSE TYPE
17105,17887,4075157,6390525,6.283,2012.0,M,22-30,Black,,,M8,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17105,{08AB01F2-69B7-47EB-9050-7C9E38159E06},,,,,felonies,Yes,23891,Violent
17732,16475,96725,4751598,9.4245,2012.0,M,22-30,Black,Incarceration,,M7,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17732,{ABF09EE4-6BFE-45CD-8D68-7B43FE8BF2CF},,,,,misdemeanours,Yes,54612,Weapon
1155,1264,9520017,2899437,6.283,2019.0,M,15-17,Black,Incarceration,,M6,720.0,0.0,60.0,0.0,100.0,0.0,0.0,,Felony_Sentences_1155,{EEBD6B9E-7C2E-45F9-904F-8C6C1BD2730B},,,,,felonies,Yes,22986,Violent
14258,15474,8406111,5294893,6.283,2012.0,M,22-30,Black,Short Split,,M8,120.0,10.0,1.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_14258,{BE952857-4AC4-4426-8A18-DCAEE41B0052},,,,,felonies,Yes,23891,Violent
16794,18201,6814996,9317249,3.1415,2012.0,M,,Black,Probation,,M8,144.0,12.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_16794,{932BD49C-9DFF-4DCF-A6A7-089BCC3B0259},,,,,misdemeanours,No,54612,Weapon
21730,22537,8906753,7206048,3.1415,2010.0,,,Black,Probation,,D3,216.0,18.0,0.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_21730,{B1FF2E5F-4FAC-48AD-93D5-37A0542F17B2},,,,,infractions,No,23891,Drug
13531,11939,3534548,2801546,6.283,2014.0,,41-50,,Incarceration,,M3,1080.0,0.0,90.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_13531,{FA9905FF-3BA6-4C15-A02B-C1D90B914EF0},,,,,felonies,No,54612,Violent
11379,12560,8617394,8183585,6.283,2014.0,M,22-30,Black,Incarceration,,M7,480.0,0.0,40.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_11379,{323774BD-4642-4E3C-8A0B-0E87CA298BA7},,,,,misdemeanours,No,22986,Weapon
14435,13811,6827992,5137451,3.1415,2013.0,F,22-30,Black,Short Split,,M8,300.0,19.0,6.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_14435,{CC99C78F-5830-44A3-AAC0-35906D6205E2},,,,,felonies,No,54612,Violent
3018,3164,5097247,820741,3.1415,2018.0,M,22-30,Black,Short Split,,D2,144.0,12.0,1.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_3018,{D0785295-1506-47F9-A7E5-89AA76A752C2},,,,,felonies,No,54612,Drug
9700,9716,865310,2802253,9.4245,2015.0,M,41-50,Black,Long Split,,M8,,36.0,24.0,36.0,100.0,0.0,0.0,0.0,Felony_Sentences_9700,{7E91B218-90C5-48C9-A337-58790AF5288A},,,,,misdemeanours,No,23891,Property
20850,20705,7613131,8069402,6.283,2011.0,M,51-60,Black,Incarceration,,M4,2160.0,0.0,180.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_20850,{BE5FF920-173F-4EE5-82F5-1920F4FE430A},,,,,misdemeanours,Yes,22986,Violent
8034,7659,3226251,5106804,3.1415,2016.0,M,15-17,Black,Incarceration,,M7,168.0,0.0,14.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_8034,{7D49F12F-5DA0-4D96-B44D-E5F0E658D4B4},,,,,felonies,No,54612,Sex
24488,23949,5831117,1531754,3.1415,2010.0,M,18-21,Black,Short Split,,,216.0,18.0,1.0,24.0,,0.0,0.0,0.0,Felony_Sentences_24488,{07099EB7-CDD4-4BDB-8336-9B1807AA978D},,,,,felonies,No,54612,Violent
2159,2270,2951785,5498800,3.1415,2019.0,M,18-21,Black,Short Split,,M8,288.0,24.0,1.0,24.0,,0.0,0.0,0.0,Felony_Sentences_2159,{0D3D9ADB-E894-448B-94B9-E1D0AF4A9888},,,,,felonies,Yes,23891,Violent
17545,17991,4373456,8047722,3.1415,2012.0,,18-21,Black,Incarceration,,M8,192.0,,16.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17545,{A9B2C7FD-4B32-4FB1-88BF-0BC139BC992F},,,,,infractions,No,23891,Violent
20151,19268,4538751,7680189,18.849,2011.0,M,,Black,Incarceration,,M6,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_20151,{FD9AF1EA-C160-42C6-97C8-FC97B4437BAC},,,,,felonies,Yes,22986,Violent
5575,6417,1888596,3101713,3.1415,2017.0,,51-60,Black,Short Split,,D3,168.0,8.0,6.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_5575,{BB4735DF-A086-44DD-AF57-393B81AFAD60},,,,,infractions,Yes,22986,Drug
8920,7869,4245987,3167369,3.1415,2016.0,M,18-21,Black,Probation,,M8,108.0,9.0,0.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_8920,{985CCB68-62A7-4BAD-8541-9EA12D5446D5},,,,,misdemeanours,No,23891,Weapon
5632,5257,6838711,6518907,9.4245,2017.0,,51-60,Black,Incarceration,,M8,264.0,,,0.0,100.0,0.0,0.0,,Felony_Sentences_5632,{6DD2F29F-244F-45FD-B650-72E3120C80D0},,,,,felonies,No,22986,Other
14909,13955,3449573,6972721,3.1415,2013.0,M,51-60,Black,Short Split,,,180.0,11.0,4.0,12.0,150.0,0.0,0.0,0.0,Felony_Sentences_14909,{D7ACF821-9C97-4A78-8374-A5F57E9FE07B},,,,,misdemeanours,No,23891,Drug
17330,17516,2942119,9891656,47.1225,2012.0,M,41-50,Black,Incarceration,,M8,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17330,{8B179A90-2E86-4AF7-8705-7F7299F63BA1},,,,,felonies,Yes,54612,Property
7233,8977,5638188,354431,18.849,,,22-30,Other or Unknown,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_7233,{F6308F02-95F5-42C5-A0E8-58C5F73E590D},,,,,misdemeanours,No,54612,Weapon
1295,1436,5668897,751418,3.1415,2019.0,M,18-21,Black,Long Split,,M8,240.0,11.0,9.0,,100.0,0.0,0.0,0.0,Felony_Sentences_1295,{AE26B7EB-58E7-4A6B-A143-D5D698B424D0},,,,,infractions,No,22986,Weapon
21179,20811,4207666,7735807,3.1415,2011.0,M,51-60,Black,Incarceration,,D2,300.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21179,{DE628A19-47D1-46A6-B2F7-D6E1007DB659},,,,,felonies,No,54612,Drug
16589,17326,6805906,7047502,3.1415,2012.0,M,31-40,Black,Probation,,D4,120.0,10.0,0.0,18.0,100.0,0.0,,0.0,Felony_Sentences_16589,{B5550F32-22C0-4BD3-89D0-C5621E00E4F2},,,,,infractions,No,23891,Drug
21951,21588,4480337,6995755,3.1415,2011.0,M,18-21,Black,Incarceration,,D3,360.0,0.0,30.0,0.0,,0.0,0.0,0.0,Felony_Sentences_21951,{6A066064-C846-4E68-9272-F12F700B845A},,,,,felonies,No,22986,Drug
15450,15784,8681047,3905264,6.283,2012.0,M,18-21,Black,Incarceration,,M5,720.0,,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_15450,{D144CBFC-BA16-4C65-BA60-55CCE1CD5131},,,,,infractions,Yes,23891,Weapon
1854,2002,1615543,3033960,3.1415,2019.0,,,Other or Unknown,Incarceration,,M6,480.0,0.0,40.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_1854,{77BE5B89-E12C-465E-84A0-B1E8961A6E95},,,,,felonies,No,23891,Violent
175,26,2931144,2884592,3.1415,2020.0,M,41-50,Black,Short Split,,M7,336.0,28.0,1.0,24.0,100.0,0.0,,0.0,Felony_Sentences_175,{45123CD7-572F-43BA-9181-4A140E986C26},,,,,felonies,Yes,23891,Property
12150,12777,8073530,1436656,3.1415,2014.0,M,41-50,Black,Incarceration,,M9,108.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_12150,{573552C4-AAE6-4F94-8411-FFDCAF8234D5},,,,,misdemeanours,No,54612,Other
8748,7260,5005721,3327685,40.8395,2016.0,M,,Black,Incarceration,,M6,360.0,0.0,30.0,0.0,100.0,0.0,0.0,,Felony_Sentences_8748,{06EE56A5-7AE0-4E98-B3FB-EEC88208F305},,,,,misdemeanours,Yes,54612,Violent
16993,16293,1187794,4135423,3.1415,2012.0,M,22-30,Black,Incarceration,,M6,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_16993,{3FB54B24-8E03-412B-9DC0-8587C7A83784},,,,,misdemeanours,No,54612,Violent
2761,2869,8921158,6015514,12.566,2018.0,M,22-30,Black,Incarceration,,M5,864.0,0.0,72.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_2761,{B15E8F4A-832E-420A-81FD-498415B7A51A},,,,,felonies,Yes,23891,Weapon
9339,10782,2864959,7389172,56.547000000000004,2014.0,M,22-30,,,,M3,1728.0,0.0,144.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_9339,{630B414F-1CFD-45D6-AF0D-679E5E11456B},,,,,felonies,Yes,22986,Violent
4274,4128,4805529,7855573,9.4245,2018.0,M,31-40,Black,Incarceration,,M6,720.0,0.0,60.0,,100.0,0.0,0.0,0.0,Felony_Sentences_4274,{A95B935E-529C-4913-9363-1927D7B57FDE},,,,,misdemeanours,Yes,22986,Violent
4144,4294,766827,8640110,3.1415,2018.0,M,22-30,,Probation,,M8,72.0,6.0,0.0,9.0,100.0,0.0,0.0,0.0,Felony_Sentences_4144,{58E8C1AB-5D9A-4212-99DA-CC7C96056CFC},,,,,infractions,Yes,23891,Weapon
13762,14206,6788617,8025466,3.1415,2013.0,M,22-30,Other or Unknown,Long Split,,M6,648.0,18.0,36.0,36.0,,0.0,0.0,0.0,Felony_Sentences_13762,{AD4D71A3-C52E-4E39-82C4-3393F13FF1D4},,,,,felonies,Yes,54612,Violent
4472,4985,4882290,2204895,3.1415,2017.0,M,18-21,White,Incarceration,,M6,216.0,0.0,,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_4472,{EF326DCE-DF9C-413A-94B0-0CA5E3B60C80},,,,,infractions,Yes,23891,Violent
22067,21594,9161437,7908651,3.1415,2011.0,M,18-21,Black,Short Split,,M9,12.0,1.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_22067,{653B5CAC-AA5A-4B52-9259-853A78A1A699},,,,,felonies,Yes,54612,Other
3852,3963,4058271,9644995,3.1415,2018.0,,51-60,Black,Long Split,,D3,360.0,8.0,,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_3852,{8323BC99-CCF4-4C8B-AB92-CC7BAA289837},,,,,infractions,Yes,22986,Drug
21797,21542,6046031,9973905,6.283,2011.0,M,31-40,Black,,,D3,168.0,14.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_21797,{0204E3DF-0C65-4FF4-A4E5-C014FCAA00F9},,,,,felonies,No,22986,Drug
2655,2512,8590308,545360,6.283,2018.0,M,31-40,Black,Short Split,,M8,144.0,12.0,1.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_2655,{D8001E1C-4398-4391-9981-D94014312F4A},,,,,infractions,No,54612,Weapon
3468,3322,895397,4042300,3.1415,2018.0,M,22-30,Black,Incarceration,Voluntary Manslaughter,M3,1224.0,0.0,,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_3468,{E72868AD-01AF-4643-A4BD-A96A629EF8C4},,,,,infractions,No,23891,Homicide
8728,4393,3564506,5407371,3.1415,2018.0,M,31-40,Black,Short Split,,,168.0,9.0,5.0,12.0,,0.0,0.0,0.0,Felony_Sentences_8728,{C3C032BE-398E-4323-9D91-3F528274CF60},,,,,felonies,Yes,54612,Property
15181,14010,8076696,1793636,6.283,2013.0,M,18-21,Black,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_15181,{8509C9CA-CBB0-426B-98B5-B3E3838D9825},,,,,infractions,No,22986,Sex
21413,22845,1642605,759404,,2010.0,M,41-50,Black,Incarceration,,,120.0,,10.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21413,{DC947E60-EC72-4F65-A7B6-2C321E237F69},,,,,infractions,Yes,23891,Property
21922,21559,2247997,3995530,3.1415,2011.0,M,18-21,Black,Incarceration,,M8,120.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21922,{57486AC2-647E-489D-AB60-869676BD7AAD},,,,,infractions,Yes,23891,Violent
13464,13100,1537078,5024963,9.4245,2013.0,M,18-21,Black,Incarceration,Murder II,M2,3600.0,0.0,300.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_13464,{7B235D12-C81E-41F3-AAC2-A367FEF81C35},,,,,felonies,No,54612,Homicide
21104,21958,1218065,4813845,,2010.0,,18-21,Black,Incarceration,,M5,432.0,0.0,36.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21104,{D3F1447D-8443-4D9E-B8B8-CBB51189B3E1},,,,,felonies,Yes,22986,Violent
153,4,7747333,969450,12.566,2020.0,M,15-17,Black,Incarceration,,M8,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_153,{3FAE0541-28B8-4302-8F53-C9D0433642E2},,,,,misdemeanours,Yes,22986,Property
15719,15832,147293,9119688,,2012.0,,18-21,Black,Incarceration,,M8,144.0,0.0,12.0,,100.0,0.0,0.0,0.0,Felony_Sentences_15719,{D85028EC-F9CF-4F44-A736-F29D21A27F7A},,,,,felonies,No,22986,Weapon
708,560,9121533,9679814,6.283,2020.0,M,41-50,Black,Incarceration,,M8,216.0,0.0,18.0,,,0.0,0.0,0.0,Felony_Sentences_708,{7D9FC030-AA40-4766-9271-3A432CE802C4},,,,,felonies,No,54612,Weapon
3701,3555,1509617,189458,3.1415,2018.0,M,41-50,Black,Short Split,,D3,144.0,9.0,3.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_3701,{32988A8D-D44B-4BE1-B69F-B672C1C46812},,,,,felonies,No,54612,Drug
8406,8770,8666122,3651165,9.4245,2015.0,M,18-21,Black,Incarceration,,M5,720.0,0.0,,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_8406,{E7F781AD-AF26-42C9-8846-FFE5579D7070},,,,,misdemeanours,Yes,23891,Weapon
14679,14938,3907230,4592984,12.566,2013.0,M,41-50,Black,Incarceration,,M5,864.0,0.0,72.0,0.0,,0.0,0.0,0.0,Felony_Sentences_14679,{2341B18C-EA38-4AFC-9D53-86BEF72C50A5},,,,,misdemeanours,No,22986,Weapon
20189,19779,8019830,9070910,12.566,2011.0,,22-30,Black,Incarceration,,M4,576.0,0.0,48.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_20189,{912549F7-A86A-4912-900F-953F2ECE3E02},,,,,misdemeanours,Yes,23891,Violent
6941,8830,8905818,4747153,,2015.0,F,18-21,Black,Short Split,,M8,,18.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_6941,{6C212C34-AF8D-4E8E-A32B-E71D9BE66B66},,,,,misdemeanours,No,54612,Property
8250,8728,871640,5179010,12.566,2015.0,M,31-40,White,Incarceration,,M8,288.0,0.0,24.0,0.0,100.0,,0.0,,Felony_Sentences_8250,{0370E723-57F0-47A7-987F-CA5B1BBCB0C3},,,,,felonies,No,23891,Violent
17961,15934,7523946,5856308,18.849,2012.0,M,22-30,Black,Incarceration,,M4,864.0,0.0,72.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17961,{36503D77-3397-44C7-9917-1D1EC6CE7A4C},,,,,felonies,Yes,22986,Violent
6286,6580,4661040,4484413,3.1415,2017.0,M,31-40,Black,Incarceration,,M7,288.0,0.0,24.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_6286,{C86AB0B4-8706-4397-BB03-48DF346F4921},,,,,felonies,No,22986,Property
9864,10251,2196178,7570849,3.1415,2015.0,,22-30,Black,Incarceration,,M6,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_9864,{30458DE9-2D9E-4D5B-BCBD-BD0C81234C7B},,,,,infractions,No,23891,Violent
20750,21266,5015068,2247844,18.849,2011.0,M,22-30,Black,Short Split,,M8,288.0,22.0,2.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_20750,{D09E12EF-1D21-4A93-AD74-379353C63AA4},,,,,felonies,No,54612,Property
3632,3486,294501,8407193,3.1415,2018.0,M,18-21,Black,Incarceration,,M8,432.0,0.0,36.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_3632,{B858E4F2-98E5-42A7-9EA8-E2EBC99BEEC1},,,,,infractions,Yes,22986,Violent
11768,11501,4454740,7602534,3.1415,,F,31-40,Black,Long Split,,M8,180.0,4.0,11.0,24.0,150.0,0.0,747.5,0.0,Felony_Sentences_11768,{5EC24227-1BB9-4726-8A81-5A12255A22CD},,,,,misdemeanours,No,54612,Violent
6349,4908,4085376,6915484,,2017.0,M,51-60,Black,Probation,,D3,216.0,18.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_6349,{D1B62675-A4B3-4224-9D14-92C6B539A9D8},,,,,felonies,Yes,54612,Drug
4628,6096,5991395,9956290,6.283,2017.0,M,31-40,White,Short Split,,M8,72.0,3.0,3.0,60.0,100.0,0.0,0.0,0.0,Felony_Sentences_4628,{18385A67-99B2-478C-8043-BCECAE783D82},,,,,felonies,No,23891,Property
15234,14580,8840857,8992739,3.1415,2013.0,M,22-30,Black,Long Split,,M7,216.0,6.0,12.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_15234,{53443511-D693-494C-9C0A-FD8D8E77091E},,,,,infractions,Yes,54612,Weapon
11620,11466,1968663,1876430,6.283,2014.0,F,22-30,Black,Incarceration,,,288.0,0.0,24.0,0.0,100.0,,0.0,0.0,Felony_Sentences_11620,{721F9BE6-57C3-43B9-B8B6-790CCC95B7CD},,,,,infractions,No,23891,Violent
21094,21948,9350358,7347726,3.1415,,M,22-30,Black,Incarceration,,D2,312.0,0.0,26.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21094,{3F4EC7AC-38AD-499E-BC09-CB8A105CD987},,,,,infractions,Yes,54612,Drug
21242,21983,9448897,5836352,6.283,2010.0,M,22-30,Black,Incarceration,,,168.0,0.0,14.0,0.0,200.0,0.0,,0.0,Felony_Sentences_21242,{43746CB2-F6D7-4BAB-8358-E90A93D014EC},,,,,infractions,Yes,22986,Weapon
4365,5982,3757713,7160552,3.1415,2017.0,M,22-30,Black,Incarceration,,M9,60.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_4365,{693A4E6B-E5FB-4E5B-B5C4-95298FDD03E7},,,,,infractions,Yes,22986,Other
20214,20432,505863,4424206,,2011.0,M,41-50,Black,Incarceration,,D2,504.0,0.0,42.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_20214,{FC4DA35F-596D-41ED-893C-F77970EC8023},,,,,infractions,Yes,54612,Drug
6759,7935,1076764,8882635,3.1415,2016.0,F,31-40,Black,Probation,,M6,360.0,30.0,0.0,30.0,100.0,0.0,0.0,0.0,Felony_Sentences_6759,{2BD4D933-21DD-44E2-9879-D642943CB966},,,,,misdemeanours,No,23891,Sex
23755,23138,6159212,3589775,3.1415,2010.0,M,18-21,Black,,,M6,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23755,{1912ACB2-D133-4F09-B2D7-91021E873D23},,,,,misdemeanours,Yes,54612,Violent
15662,14681,8349517,1955052,18.849,2013.0,M,51-60,Black,Incarceration,,M9,96.0,0.0,8.0,0.0,100.0,0.0,,0.0,Felony_Sentences_15662,{57982546-8824-41B2-9170-CDAFF2E3DB44},,,,,felonies,No,54612,Other
20348,20457,2258158,7688862,15.707500000000001,2011.0,M,18-21,Black,Incarceration,,M8,120.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_20348,{C28D4BE2-1186-495F-9508-7352636F2C4E},,,,,felonies,Yes,23891,Property
13639,14743,1645987,6336930,12.566,2013.0,M,31-40,Black,Short Split,,M9,144.0,12.0,1.0,12.0,,0.0,0.0,0.0,Felony_Sentences_13639,{2B198122-FFB7-49C2-8020-9940D11722C4},,,,,misdemeanours,No,23891,Other
6882,7947,8375237,6054654,3.1415,,M,,Black,Short Split,,D3,324.0,23.0,4.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_6882,{88FD073D-831F-4658-B2D8-DCA1C79A3FE7},,,,,infractions,No,54612,Drug
23206,22966,5531687,4082793,3.1415,2010.0,F,31-40,Black,Long Split,,,288.0,15.0,9.0,12.0,150.0,0.0,0.0,0.0,Felony_Sentences_23206,{174FCC9F-C25A-4E0E-BC29-64B10151DEA9},,,,,felonies,No,23891,Drug
22927,24526,9515421,1238066,3.1415,2010.0,M,18-21,Black,,,M6,576.0,0.0,48.0,0.0,200.0,0.0,0.0,0.0,Felony_Sentences_22927,{1AF0542D-612B-4CC5-BCFB-2B20E67E4E78},,,,,felonies,Yes,22986,Violent
493,607,286230,1315216,3.1415,2020.0,M,18-21,Black,Incarceration,,M6,864.0,0.0,72.0,0.0,100.0,0.0,0.0,,Felony_Sentences_493,{098AA3F2-3322-49EE-9444-E1F2C4A6724C},,,,,felonies,Yes,23891,Violent
6479,4926,2532696,5359436,6.283,2017.0,M,22-30,Other or Unknown,Incarceration,,M7,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_6479,{C61E8263-D970-4EEA-A73E-132C3DD0132F},,,,,misdemeanours,No,23891,Sex
17464,16979,9403157,2298957,,2012.0,M,41-50,Black,Incarceration,,D4,84.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17464,{67A81F78-6BE4-4FA7-8606-B634ED126816},,,,,misdemeanours,No,22986,Drug
6160,6561,7054352,4338394,3.1415,2017.0,M,22-30,White,,,M7,432.0,30.0,6.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_6160,{B701C7CE-66A9-40B2-BBAA-FD72159137D0},,,,,misdemeanours,Yes,22986,Property
21514,21477,9520334,819008,6.283,2011.0,M,22-30,Black,Probation,,D3,216.0,18.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_21514,{8ADE59A9-B67B-485B-A434-4A1CE55901F1},,,,,felonies,Yes,54612,Drug
598,712,1604863,5210958,6.283,2019.0,M,22-30,Black,Incarceration,,M5,1152.0,0.0,,,100.0,0.0,0.0,0.0,Felony_Sentences_598,{2F7EF0DC-DA7C-4749-95E2-1F45F1134413},,,,,felonies,No,23891,Weapon
22945,24544,8153060,297722,,2010.0,F,31-40,Black,Short Split,,D3,192.0,16.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_22945,{CE9C5694-DD58-4261-B5F2-828B6CD5954D},,,,,misdemeanours,No,22986,Drug
9574,10180,5482005,5464793,3.1415,2015.0,F,22-30,Other or Unknown,Probation,,M8,72.0,6.0,0.0,6.0,100.0,0.0,0.0,0.0,Felony_Sentences_9574,{0087E003-6851-44AF-9B53-2F979407A985},,,,,infractions,No,22986,Weapon
7334,8065,8175136,9620203,3.1415,2016.0,M,41-50,Black,Incarceration,,M3,1620.0,0.0,135.0,,100.0,0.0,137.0,0.0,Felony_Sentences_7334,{0B9AA5EE-8E31-49B2-A6C9-0DAE7A86520D},,,,,infractions,Yes,23891,Sex
19633,20283,6648996,5810372,3.1415,2011.0,M,31-40,Black,Incarceration,,M9,144.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_19633,{64A8131F-BCF0-441C-9095-ECF45B02DCD5},,,,,infractions,Yes,54612,Other
9697,9713,543622,2927547,6.283,2015.0,M,51-60,Black,Short Split,,M8,216.0,12.0,6.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_9697,{BD5215F2-911D-4B08-A6BC-A9CF8554D375},,,,,misdemeanours,No,22986,Property
14113,15440,6916332,6960110,122.5185,2012.0,M,18-21,Black,Incarceration,,M3,2304.0,0.0,192.0,0.0,100.0,,0.0,0.0,Felony_Sentences_14113,{166411F6-AAEF-4060-9E33-2E39755C6954},,,,,infractions,Yes,22986,Violent
11333,11405,4093557,5105793,6.283,2014.0,M,18-21,Black,,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_11333,{4A8943D0-1E43-476B-8A9C-64DB41480B79},,,,,felonies,Yes,54612,Weapon
6836,7355,9230461,9256301,3.1415,2016.0,M,51-60,,Short Split,,M8,72.0,6.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_6836,{E372345A-2310-4A4F-AEC4-DE7B5BFF0C01},,,,,felonies,Yes,23891,Weapon
7453,7522,1606403,9389644,3.1415,2016.0,M,22-30,Black,Long Split,,M6,432.0,12.0,24.0,24.0,100.0,0.0,1000.0,,Felony_Sentences_7453,{4646499C-1F2F-4309-AB9D-DDFCC9D3E64D},,,,,misdemeanours,Yes,54612,Violent
14252,15468,5447763,6666887,12.566,2012.0,M,31-40,Black,,,M3,2160.0,0.0,180.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_14252,{BD4B3A59-5566-4961-8327-B24FB543F88B},,,,,infractions,Yes,23891,Sex
8754,7266,9864778,3314574,3.1415,2016.0,M,22-30,,Probation,,M8,180.0,15.0,0.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_8754,{73EADDC7-CEC2-45D1-AD7D-DBA31D7CD401},,,,,felonies,No,54612,Weapon
2198,2309,9037385,1291949,3.1415,2019.0,M,18-21,Black,Incarceration,,M6,576.0,0.0,48.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_2198,{6EC908A9-BA99-4EB2-926D-33EE417ADC81},,,,,infractions,No,22986,Violent
16619,17356,1331242,7151288,34.5565,2012.0,M,18-21,,,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_16619,{81CCBCE9-FEA4-4E62-B3B0-1EF64786396A},,,,,felonies,No,54612,Weapon
6157,6558,7526939,2718921,25.132,2017.0,M,51-60,Black,Incarceration,,M7,1152.0,0.0,96.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_6157,{267DB8F7-C0AE-4EB5-AE38-F97ECE5CE6F9},,,,,felonies,No,23891,Property
9974,9766,6823521,1708424,6.283,2015.0,M,31-40,Black,Incarceration,,M8,288.0,0.0,24.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_9974,{538381BB-D059-4077-92AC-B1964EB02DA3},,,,,infractions,No,22986,Weapon
8045,7670,7131249,3360915,3.1415,2016.0,M,18-21,Black,Incarceration,,M8,120.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_8045,{67D68405-02D7-4DC2-8279-34436753A333},,,,,infractions,Yes,22986,Violent
